,NU_ANO_CENSO,NO_REGIAO,NO_UF,NO_MUNICIPIO,IN_CAPITAL,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,NO_CINE_ROTULO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA
173765,2023,Nordeste,Pernambuco,Recife,1.0,1,1,Matemática formação de professor,2.0,1,45,11,34,18,7,17,1,0,2,4,1,3,0,1,3,0,0,0,21,21,14,0,10,0,2,2,2,0,0,0,3,24,45,0,0,2,2,0
173807,2023,Nordeste,Pernambuco,Recife,1.0,1,1,Matemática formação de professor,2.0,1,81,29,52,30,13,37,0,0,1,17,6,11,6,3,8,0,0,0,14,0,0,0,0,14,10,10,6,0,5,0,419,47,22,59,0,13,4,0
173862,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,1,17,4,13,7,1,9,0,0,0,16,8,8,4,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,11,6,0,11,5,0
174270,2023,Nordeste,Pernambuco,Recife,1.0,1,1,Matemática formação de professor,2.0,2,99,37,62,43,11,38,1,1,5,1,0,1,0,0,1,0,0,0,41,41,8,2,10,0,0,0,0,0,0,0,0,53,89,10,0,0,0,1
174349,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,61,11,50,11,5,27,3,0,15,10,1,9,2,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,47,37,24,0,5,5,0
174446,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,6,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0
174554,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,17,3,14,9,1,5,0,0,2,7,0,7,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,15,2,0,5,2,0
174616,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,4,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0
174749,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174792,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174861,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,6,1,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0
174922,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174996,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175016,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
175080,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
175202,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
175253,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175333,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175432,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,32,7,25,20,3,9,0,0,0,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,3,0,3,1,0
175594,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,17,6,11,7,1,4,0,0,5,7,2,5,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,8,14,3,0,5,2,0
175778,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,5,1,4,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,1,0,0
175831,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175861,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175915,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,10,2,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0
175936,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
175984,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176028,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176150,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,7,1,6,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
176232,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,2,9,1,8,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0
176258,2023,Nordeste,Pernambuco,Recife,1.0,2,5,Matemática formação de professor,2.0,2,2,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0
176368,2023,Nordeste,Pernambuco,Recife,1.0,2,4,Matemática formação de professor,2.0,2,13,2,11,4,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,1,0,0,0,0
176402,2023,Nordeste,Pernambuco,Riacho das Almas,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176424,2023,Nordeste,Pernambuco,Ribeirão,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
176464,2023,Nordeste,Pernambuco,Ribeirão,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
176506,2023,Nordeste,Pernambuco,Ribeirão,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176545,2023,Nordeste,Pernambuco,Salgueiro,0.0,1,7,Matemática formação de professor,2.0,1,33,11,22,3,2,25,0,1,2,5,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,3,0,5,0,0
176625,2023,Nordeste,Pernambuco,Salgueiro,0.0,2,4,Matemática formação de professor,2.0,2,7,5,2,1,2,1,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,1,0,0
176681,2023,Nordeste,Pernambuco,Salgueiro,0.0,2,4,Matemática formação de professor,2.0,2,5,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0
176774,2023,Nordeste,Pernambuco,Salgueiro,0.0,2,4,Matemática formação de professor,2.0,2,4,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,0
176831,2023,Nordeste,Pernambuco,Salgueiro,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
176892,2023,Nordeste,Pernambuco,Salgueiro,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176927,2023,Nordeste,Pernambuco,Sanharó,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176996,2023,Nordeste,Pernambuco,Santa Cruz do Capibaribe,0.0,2,4,Matemática formação de professor,2.0,2,12,8,4,2,0,9,0,0,1,6,3,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,0,0,6,0,0
177056,2023,Nordeste,Pernambuco,Santa Cruz do Capibaribe,0.0,2,4,Matemática formação de professor,2.0,2,7,3,4,4,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,1,0,0
177112,2023,Nordeste,Pernambuco,Santa Cruz do Capibaribe,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
177154,2023,Nordeste,Pernambuco,Santa Cruz do Capibaribe,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177206,2023,Nordeste,Pernambuco,Santa Cruz do Capibaribe,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,7,3,4,2,1,4,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,2,28,0,0,0,3,4,0
177207,2023,Nordeste,Pernambuco,Santa Maria da Boa Vista,0.0,1,1,Matemática formação de professor,2.0,1,24,13,11,6,6,11,1,0,0,9,5,4,1,1,7,0,0,0,1,0,0,0,0,1,3,3,3,0,0,0,2,4,20,4,0,9,0,0
177234,2023,Nordeste,Pernambuco,Santa Maria da Boa Vista,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
177264,2023,Nordeste,Pernambuco,Santa Maria da Boa Vista,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177294,2023,Nordeste,Pernambuco,Serra Talhada,0.0,1,7,Matemática formação de professor,2.0,1,37,21,16,2,0,15,3,0,17,21,11,10,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,37,0,0,21,0,0
177381,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,8,2,6,3,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,0,1,0,0
177411,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177486,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,9,3,6,5,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,1,0,0
177585,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,5,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
177611,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177652,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
177771,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
177810,2023,Nordeste,Pernambuco,Serra Talhada,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177868,2023,Nordeste,Pernambuco,Sertânia,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177884,2023,Nordeste,Pernambuco,Sertânia,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
177900,2023,Nordeste,Pernambuco,Sirinhaém,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
177919,2023,Nordeste,Pernambuco,Sirinhaém,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177933,2023,Nordeste,Pernambuco,Solidão,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
177946,2023,Nordeste,Pernambuco,Surubim,0.0,1,1,Matemática formação de professor,2.0,2,13,5,8,8,1,4,0,0,0,1,0,1,1,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,0,0,12,12,1,0,1,0,0
178007,2023,Nordeste,Pernambuco,Surubim,0.0,2,4,Matemática formação de professor,2.0,2,8,3,5,1,0,3,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,1,0,0
178068,2023,Nordeste,Pernambuco,Surubim,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
178091,2023,Nordeste,Pernambuco,Surubim,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178127,2023,Nordeste,Pernambuco,Surubim,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
178200,2023,Nordeste,Pernambuco,São Bento do Una,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178279,2023,Nordeste,Pernambuco,São Bento do Una,0.0,2,4,Matemática formação de professor,2.0,2,10,5,5,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0
178312,2023,Nordeste,Pernambuco,São Joaquim do Monte,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
178345,2023,Nordeste,Pernambuco,São José da Coroa Grande,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178389,2023,Nordeste,Pernambuco,São José do Belmonte,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0
178407,2023,Nordeste,Pernambuco,São José do Belmonte,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178418,2023,Nordeste,Pernambuco,São José do Belmonte,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178524,2023,Nordeste,Pernambuco,São José do Egito,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,0,0
178564,2023,Nordeste,Pernambuco,São José do Egito,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
178626,2023,Nordeste,Pernambuco,São Lourenço da Mata,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0
178674,2023,Nordeste,Pernambuco,São Lourenço da Mata,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
178738,2023,Nordeste,Pernambuco,São Vicente Férrer,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
178742,2023,Nordeste,Pernambuco,Tabira,0.0,1,1,Matemática formação de professor,2.0,2,13,7,6,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,1,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0
178762,2023,Nordeste,Pernambuco,Tabira,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
178775,2023,Nordeste,Pernambuco,Tacaratu,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
178812,2023,Nordeste,Pernambuco,Tacaratu,0.0,2,4,Matemática formação de professor,2.0,2,5,1,4,4,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0
178900,2023,Nordeste,Pernambuco,Timbaúba,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
178954,2023,Nordeste,Pernambuco,Timbaúba,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
179007,2023,Nordeste,Pernambuco,Timbaúba,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
179021,2023,Nordeste,Pernambuco,Timbaúba,0.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179059,2023,Nordeste,Pernambuco,Toritama,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
179147,2023,Nordeste,Pernambuco,Triunfo,0.0,2,4,Matemática formação de professor,2.0,2,4,1,3,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
179153,2023,Nordeste,Pernambuco,Triunfo,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179208,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,5,Matemática formação de professor,2.0,1,16,6,10,1,1,14,0,0,0,16,3,13,4,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,14,2,0,13,3,0
179293,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
179400,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,4,Matemática formação de professor,2.0,2,9,2,7,3,1,5,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,2,0,0
179477,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179593,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,4,Matemática formação de professor,2.0,2,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
179614,2023,Nordeste,Pernambuco,Vitória de Santo Antão,0.0,2,5,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
179654,2023,Nordeste,Pernambuco,Águas Belas,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0
179715,2023,Nordeste,Pernambuco,Águas Belas,0.0,2,4,Matemática formação de professor,2.0,2,9,2,7,6,0,3,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,2,0,0
179744,2023,Nordeste,Pernambuco,Águas Belas,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
179749,2023,Nordeste,Pernambuco,Águas Belas,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,13,6,7,3,0,6,1,3,0,0,0,0,0,0,0,12,12,8,0,11,0,1,15,0,0,0,13,0,0
179754,2023,Nordeste,Piauí,Alegrete do Piauí,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0
179762,2023,Nordeste,Piauí,Alto Longá,0.0,2,5,Matemática formação de professor,2.0,2,3,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
179767,2023,Nordeste,Piauí,Altos,0.0,1,2,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
